date,pubDate,totalDosesCumulative,initialDosesCumulative,initialDosesCumulativeBioNTech,initialDosesCumulativeModerna,initialDosesCumulativeAstraZeneca,initialDosesCumulativeNovavax,finalDosesCumulative,finalDosesCumulativeBioNTech,finalDosesCumulativeModerna,finalDosesCumulativeAstraZeneca,finalDosesCumulativeNovavax,finalDosesCumulativeJohnsonAndJohnson,boosterDosesCumulative,boosterDosesCumulativeBioNTech,boosterDosesCumulativeModerna,boosterDosesCumulativeJohnsonAndJohnson,onlyPartiallyVaccinatedCumulative,onlyPartiallyVaccinatedPercent,onlyPartiallyVaccinatedCumulativeBioNTech,onlyPartiallyVaccinatedCumulativeModerna,onlyPartiallyVaccinatedCumulativeAstraZeneca,atLeastPartiallyVaccinatedCumulative,atLeastPartiallyVaccinatedPercent,atLeastPartiallyVaccinatedCumulativeBioNTech,atLeastPartiallyVaccinatedCumulativeModerna,atLeastPartiallyVaccinatedCumulativeAstraZeneca,atLeastPartiallyVaccinatedCumulativeJohnsonAndJohnson,fullyVaccinatedCumulative,fullyVaccinatedPercent,fullyVaccinatedCumulativeBioNTech,fullyVaccinatedCumulativeModerna,fullyVaccinatedCumulativeAstraZeneca,fullyVaccinatedCumulativeJohnsonAndJohnson,boostedOnceCumulative,boostedOncePercent,boostedOnceCumulativeBioNTech,boostedOnceCumulativeModerna,boostedOnceCumulativeJohnsonAndJohnson
2021-04-22,2021-04-23,24286909,18496378,12289659,997621,5209098,0,5790531,5451814,322733,15984,0,0,0,0,0,0,12705847,15.277563399134541,6837845,674888,5193114,18496378,22.24012201227965,12289659,997621,5209098,0,5790531,6.962558613145108,5451814,322733,15984,0,0,0,0,0,0
2021-04-23,2021-04-24,24821527,18965663,12574961,1027368,5363334,0,5855864,5504844,331579,19441,0,0,0,0,0,0,13109799,15.763276967872397,7070117,695789,5343893,18965663,22.80439225256846,12574961,1027368,5363334,0,5855864,7.04111528469606,5504844,331579,19441,0,0,0,0,0,0
2021-04-25,2021-04-26,25446941,19486698,12918978,1069222,5498498,0,5960243,5582903,353756,23584,0,0,0,0,0,0,13526455,16.26426587916889,7336075,715466,5474914,19486698,23.430886908585336,12918978,1069222,5498498,0,5960243,7.166621029416445,5582903,353756,23584,0,0,0,0,0,0
2021-04-26,2021-04-27,25892613,19854550,13183715,1103099,5567736,0,6038063,5646701,363757,27542,0,63,0,0,0,0,13816550,16.61307731647582,7537014,739342,5540194,19854613,23.873269438297253,13183715,1103099,5567736,63,6038063,7.260192121821434,5646701,363757,27542,63,0,0,0,0,0
2021-04-27,2021-04-28,26634961,20521233,13756748,1134048,5630437,0,6113728,5708679,373043,31554,0,452,0,0,0,0,14407957,17.324187558649516,8048069,761005,5598883,20521685,24.67535959189248,13756748,1134048,5630437,452,6113728,7.351172033242964,5708679,373043,31554,452,0,0,0,0,0
2021-04-28,2021-04-29,27803779,21562627,14675904,1207092,5679631,0,6241152,5818214,385443,36484,0,1011,0,0,0,0,15322486,18.423821040608424,8857690,821649,5643147,21563638,25.928208222638503,14675904,1207092,5679631,1011,6241152,7.504387182030079,5818214,385443,36484,1011,0,0,0,0,0
2021-04-29,2021-04-30,28774580,22393183,15394941,1266702,5731540,0,6381397,5934726,400559,44006,0,2106,0,0,0,0,16013892,19.255170497243785,9460215,866143,5687534,22395289,26.928188851907347,15394941,1266702,5731540,2106,6381397,7.6730183546635615,5934726,400559,44006,2106,0,0,0,0,0
2021-05-02,2021-05-03,30147919,23492053,16279948,1365449,5846656,0,6655866,6161524,424138,63436,0,6768,0,0,0,0,16842955,20.25203930452414,10118424,941311,5783220,23498821,28.255080328955174,16279948,1365449,5846656,6768,6655866,8.003041024431038,6161524,424138,63436,6768,0,0,0,0,0
2021-05-03,2021-05-04,30623902,23852426,16515448,1435533,5901445,0,6771476,6252791,436993,73953,0,7739,0,0,0,0,17088689,20.547510890505215,10262657,998540,5827492,23860165,28.68956186087484,16515448,1435533,5901445,7739,6771476,8.142050970369622,6252791,436993,73953,7739,0,0,0,0,0
2021-05-04,2021-05-05,31468712,24537128,17014901,1482621,6039606,0,6931584,6384196,450071,87526,0,9791,0,0,0,0,17615335,21.180752236312436,10630705,1032550,5952080,24546919,29.515317733317602,17014901,1482621,6039606,9791,6931584,8.334565497005165,6384196,450071,87526,9791,0,0,0,0,0
2021-05-05,2021-05-06,32596999,25451513,17679768,1534466,6237279,0,7145486,6560488,469922,103645,0,11431,0,0,0,0,18317458,22.024987858423305,11119280,1064544,6133634,25462944,30.61675001191282,17679768,1534466,6237279,11431,7145486,8.591762153489512,6560488,469922,103645,11431,0,0,0,0,0
2021-05-06,2021-05-07,33565445,26205337,18186534,1600265,6418538,0,7360108,6733187,489373,121984,0,15564,0,0,0,0,18860793,22.67829612740126,11453347,1110892,6296554,26220901,31.52812066837656,18186534,1600265,6418538,15564,7360108,8.849824540975295,6733187,489373,121984,15564,0,0,0,0,0
2021-05-07,2021-05-08,34408840,26836612,18585457,1652547,6598608,0,7572228,6894872,511805,147618,0,17933,0,0,0,0,19282317,23.185138342190783,11690585,1140742,6450990,26854545,32.290016855421875,18585457,1652547,6598608,17933,7572228,9.104878513231093,6894872,511805,147618,17933,0,0,0,0,0
2021-05-09,2021-05-10,35079739,27266358,18847145,1738394,6680819,0,7813381,7078907,538797,175808,0,19869,0,0,0,0,19472846,23.41423120604108,11768238,1199597,6505011,27286227,32.80907309175663,18847145,1738394,6680819,19869,7813381,9.394841885715548,7078907,538797,175808,19869,0,0,0,0,0
2021-05-10,2021-05-11,35709755,27686865,19088134,1809562,6789169,0,8022890,7230046,565799,202796,0,24249,0,0,0,0,19688224,23.673202611078366,11858088,1243763,6586373,27711114,33.31995899176535,19088134,1809562,6789169,24249,8022890,9.64675638068698,7230046,565799,202796,24249,0,0,0,0,0
2021-05-11,2021-05-12,36837184,28516504,19701594,1870450,6944460,0,8320680,7467073,593411,232260,0,27936,0,0,0,0,20223760,24.31713332994496,12234521,1277039,6712200,28544440,34.321953648016695,19701594,1870450,6944460,27936,8320680,10.004820318071735,7467073,593411,232260,27936,0,0,0,0,0
2021-05-13,2021-05-14,38646171,29823801,20677716,1980398,7165687,0,8822370,7872537,636562,279346,0,33925,0,0,0,0,21035356,25.29299974361136,12805179,1343836,6886341,29857726,35.90105420905728,20677716,1980398,7165687,33925,8822370,10.608054465445917,7872537,636562,279346,33925,0,0,0,0,0
2021-05-14,2021-05-15,39414342,30353408,21044011,2030164,7279233,0,9060934,8061370,653327,306804,0,39433,0,0,0,0,21331907,25.649573902231147,12982641,1376837,6972429,30392841,36.54447871576886,21044011,2030164,7279233,39433,9060934,10.894904813537714,8061370,653327,306804,39433,0,0,0,0,0
2021-05-16,2021-05-17,40075392,30743232,21305968,2113398,7323866,0,9332160,8264340,678834,341248,0,47738,0,0,0,0,21458810,25.802162598446394,13041628,1434564,6982618,30790970,37.02319068503262,21305968,2113398,7323866,47738,9332160,11.22102808658623,8264340,678834,341248,47738,0,0,0,0,0
2021-05-17,2021-05-18,40642605,31094584,21501257,2173111,7420216,0,9548021,8417405,709076,365399,0,56141,0,0,0,0,21602704,25.975181343891308,13083852,1464035,7054817,31150725,37.45576159672829,21501257,2173111,7420216,56141,9548021,11.48058025283698,8417405,709076,365399,56141,0,0,0,0,0
2021-05-18,2021-05-19,41517849,31616223,21803316,2246741,7566166,0,9901626,8707850,739582,391631,0,62563,0,0,0,0,21777160,26.184947965538758,13095466,1507159,7174535,31678786,38.09070434443416,21803316,2246741,7566166,62563,9901626,11.905756378895397,8707850,739582,391631,62563,0,0,0,0,0
2021-05-19,2021-05-20,42611604,32178636,22146966,2311338,7720332,0,10432968,9163748,770684,418260,0,80276,0,0,0,0,21825944,26.24360605050259,12983218,1540654,7302072,32258912,38.788250265181226,22146966,2311338,7720332,80276,10432968,12.544644214678636,9163748,770684,418260,80276,0,0,0,0,0
2021-05-20,2021-05-21,43549672,32633840,22409631,2374685,7849524,0,10915832,9580519,801305,443763,0,90245,0,0,0,0,21808253,26.22233431835485,12829112,1573380,7405761,32724085,39.347576219528506,22409631,2374685,7849524,90245,10915832,13.125241901173656,9580519,801305,443763,90245,0,0,0,0,0
2021-05-21,2021-05-22,44385214,33041570,22634281,2430275,7977014,0,11343644,9941560,829444,471771,0,100869,0,0,0,0,21798795,26.21096197972768,12692721,1600831,7505243,33142439,39.85060681310338,22634281,2430275,7977014,100869,11343644,13.6396448333757,9941560,829444,471771,100869,0,0,0,0,0
2021-05-24,2021-05-25,45399574,33503002,22865794,2566223,8070985,0,11896572,10386390,880910,503003,0,126269,0,0,0,0,21732699,26.131487873796043,12479404,1685313,7567982,33629271,40.43597563933964,22865794,2566223,8070985,126269,11896572,14.304487765543596,10386390,880910,503003,126269,0,0,0,0,0
2021-05-25,2021-05-26,46063274,33789188,23013975,2621234,8153979,0,12274086,10683858,910589,527357,0,152282,0,0,0,0,21667384,26.052952845520128,12330117,1710645,7626622,33941470,40.811365018390596,23013975,2621234,8153979,152282,12274086,14.758412172870464,10683858,910589,527357,152282,0,0,0,0,0
2021-05-26,2021-05-27,47358842,34305216,23365661,2682765,8256790,0,13053626,11317793,940279,561191,0,234363,0,0,0,0,21485953,25.834799454796283,12047868,1742486,7695599,34539579,41.530533773302636,23365661,2682765,8256790,234363,13053626,15.695734318506355,11317793,940279,561191,234363,0,0,0,0,0
2021-05-27,2021-05-28,48385907,34711424,23624702,2733847,8352875,0,13674483,11789235,975608,596168,0,313472,0,0,0,0,21350413,25.671825593776337,11835467,1758239,7756707,35024896,42.11408095722338,23624702,2733847,8352875,313472,13674483,16.442255363447043,11789235,975608,596168,313472,0,0,0,0,0
2021-05-28,2021-05-29,49255748,35058647,23834712,2781721,8442214,0,14197101,12161590,1010338,630171,0,395002,0,0,0,0,21256548,25.558961926485225,11673122,1771383,7812043,35453649,42.62961535174813,23834712,2781721,8442214,395002,14197101,17.0706534252629,12161590,1010338,630171,395002,0,0,0,0,0
2021-05-30,2021-05-31,49940729,35325677,23990089,2846706,8488882,0,14615052,12465584,1053511,666227,0,429730,0,0,0,0,21140355,25.419250978916313,11524505,1793195,7822655,35755407,42.99245042887412,23990089,2846706,8488882,429730,14615052,17.57319944995781,12465584,1053511,666227,429730,0,0,0,0,0
2021-05-31,2021-06-01,50541084,35531114,24120063,2880517,8530534,0,15009970,12745213,1092247,699569,0,472941,0,0,0,0,20994085,25.24337532116666,11374850,1788270,7830965,36004055,43.29142582060267,24120063,2880517,8530534,472941,15009970,18.048050499436005,12745213,1092247,699569,472941,0,0,0,0,0
2021-06-01,2021-06-02,51540953,35936861,24438661,2911903,8586297,0,15604092,13166289,1141026,737181,0,559596,0,0,0,0,20892365,25.12106676913074,11272372,1770877,7849116,36496457,43.88349203805835,24438661,2911903,8586297,559596,15604092,18.76242526892761,13166289,1141026,737181,559596,0,0,0,0,0
2021-06-02,2021-06-03,52779769,36461594,24890949,2939086,8631559,0,16318175,13698210,1182246,775047,0,662672,0,0,0,0,20806091,25.017330551883916,11192739,1756840,7856512,37124266,44.63837219677955,24890949,2939086,8631559,662672,16318175,19.621041644895637,13698210,1182246,775047,662672,0,0,0,0,0
2021-06-03,2021-06-04,53404798,36695899,25073728,2968713,8653458,0,16708899,13978891,1214150,802342,0,713516,0,0,0,0,20700516,24.890386731777813,11094837,1754563,7851116,37409415,44.9812365430683,25073728,2968713,8653458,713516,16708899,20.090849811290482,13978891,1214150,802342,713516,0,0,0,0,0
2021-06-04,2021-06-05,54240350,36999375,25310441,2999794,8689140,0,17240975,14346541,1258120,845140,0,791174,0,0,0,0,20549574,24.708893441752195,10963900,1741674,7844000,37790549,45.439513653485704,25310441,2999794,8689140,791174,17240975,20.730620211733513,14346541,1258120,845140,791174,0,0,0,0,0
2021-06-06,2021-06-07,54908484,37162909,25418032,3039156,8705721,0,17745575,14696213,1321449,896717,0,831196,0,0,0,0,20248530,24.346916881202624,10721819,1717707,7809004,37994105,45.684270236441115,25418032,3039156,8705721,831196,17745575,21.33735335523849,14696213,1321449,896717,831196,0,0,0,0,0
2021-06-07,2021-06-08,55546616,37359430,25553053,3068627,8737750,0,18187186,14980831,1379787,940846,0,885722,0,0,0,0,20057966,24.117781933206427,10572222,1688840,7796904,38245152,45.98613019577027,25553053,3068627,8737750,885722,18187186,21.868348262563853,14980831,1379787,940846,885722,0,0,0,0,0
2021-06-08,2021-06-09,56597382,37671963,25805032,3095971,8770960,0,18925419,15557685,1427234,974534,0,965966,0,0,0,0,19712510,23.7024041987184,10247347,1668737,7796426,38637929,46.458406897923375,25805032,3095971,8770960,965966,18925419,22.756002699204974,15557685,1427234,974534,965966,0,0,0,0,0
2021-06-09,2021-06-10,57891852,38034567,26114234,3122672,8797661,0,19857285,16308419,1475964,1009826,0,1063076,0,0,0,0,19240358,23.13468666567805,9805815,1646708,7787835,39097643,47.01116892791396,26114234,3122672,8797661,1063076,19857285,23.87648226223591,16308419,1475964,1009826,1063076,0,0,0,0,0
2021-06-10,2021-06-11,59038531,38390070,26409579,3156060,8824431,0,20648461,16923135,1535896,1040330,0,1149100,0,0,0,0,18890709,22.714267250510844,9486444,1620164,7784101,39539170,47.54206283328915,26409579,3156060,8824431,1149100,20648461,24.827795582778307,16923135,1535896,1040330,1149100,0,0,0,0,0
2021-06-11,2021-06-12,60105411,38755315,26699748,3202169,8853398,0,21350096,17431358,1593364,1077085,0,1248289,0,0,0,0,18653508,22.429055779300928,9268390,1608805,7776313,40003604,48.1005002109558,26699748,3202169,8853398,1248289,21350096,25.671444431654873,17431358,1593364,1077085,1248289,0,0,0,0,0
2021-06-13,2021-06-14,60735326,38922897,26828759,3224393,8869745,0,21812429,17737280,1669366,1115673,0,1290110,0,0,0,0,18400578,22.124931692922186,9091479,1555027,7754072,40213007,48.35228725108535,26828759,3224393,8869745,1290110,21812429,26.22735555816317,17737280,1669366,1115673,1290110,0,0,0,0,0
2021-06-14,2021-06-15,61429675,39127487,26990845,3248626,8888016,0,22302188,18013542,1766387,1174547,0,1347712,0,0,0,0,18173011,21.851304183473122,8977303,1482239,7713469,40475199,48.66754800487421,26990845,3248626,8888016,1347712,22302188,26.816243821401088,18013542,1766387,1174547,1347712,0,0,0,0,0
2021-06-15,2021-06-16,62264554,39297028,27152605,3262194,8882229,0,22967526,18478173,1840244,1239121,0,1409988,0,0,0,0,17739490,21.330036725872205,8674432,1421950,7643108,40707016,48.94628573204007,27152605,3262194,8882229,1409988,22967526,27.616249006167866,18478173,1840244,1239121,1409988,0,0,0,0,0
2021-06-16,2021-06-17,63653046,39736556,27525623,3298165,8912768,0,23916490,19189915,1925419,1311901,0,1489255,0,0,0,0,17309321,20.812799727044634,8335708,1372746,7600867,41225811,49.570087002719156,27525623,3298165,8912768,1489255,23916490,28.75728727567452,19189915,1925419,1311901,1489255,0,0,0,0,0
2021-06-17,2021-06-18,64763343,40105774,27841243,3327953,8936578,0,24657569,19723589,1998329,1378522,0,1557129,0,0,0,0,17005334,20.447284491026704,8117654,1329624,7558056,41662903,50.09564824560635,27841243,3327953,8936578,1557129,24657569,29.64836375457964,19723589,1998329,1378522,1557129,0,0,0,0,0
2021-06-18,2021-06-19,65738489,40436646,28113557,3363538,8959551,0,25301843,20157652,2064528,1451209,0,1628454,0,0,0,0,16763257,20.15621009709041,7955905,1299010,7508342,42065100,50.57925159502821,28113557,3363538,8959551,1628454,25301843,30.423041497937795,20157652,2064528,1451209,1628454,0,0,0,0,0
2021-06-20,2021-06-21,66454623,40623120,28250232,3400793,8972095,0,25831503,20472529,2176477,1521033,0,1661464,0,0,0,0,16453081,19.783253181672652,7777703,1224316,7451062,42284584,50.843160071582005,28250232,3400793,8972095,1661464,25831503,31.059906889909357,20472529,2176477,1521033,1661464,0,0,0,0,0
2021-06-21,2021-06-22,67116671,40842517,28427415,3427740,8987362,0,26274154,20725544,2257414,1592850,0,1698346,0,0,0,0,16266709,19.55915871195147,7701871,1170326,7394512,42540863,51.151311009521585,28427415,3427740,8987362,1698346,26274154,31.59215229757012,20725544,2257414,1592850,1698346,0,0,0,0,0
2021-06-22,2021-06-23,68167982,41191063,28725538,3460320,9005205,0,26976919,21244272,2324623,1676219,0,1731805,0,0,0,0,15945949,19.173475550812633,7481266,1135697,7328986,42922868,51.610635413969895,28725538,3460320,9005205,1731805,26976919,32.43715986315727,21244272,2324623,1676219,1731805,0,0,0,0,0
2021-06-23,2021-06-24,69516383,41679432,29162348,3490396,9026688,0,27836951,21904539,2392312,1771605,0,1768495,0,0,0,0,15610976,18.770702619224654,7257809,1098084,7255083,43447927,52.24196854436146,29162348,3490396,9026688,1768495,27836951,33.4712659251368,21904539,2392312,1771605,1768495,0,0,0,0,0
2021-06-24,2021-06-25,70536404,42153323,29577875,3526659,9048789,0,28383081,22271657,2446143,1859816,0,1805465,0,0,0,0,15575707,18.728295026600247,7306218,1080516,7188973,43958788,52.856229940366404,29577875,3526659,9048789,1805465,28383081,34.127934913766154,22271657,2446143,1859816,1805465,0,0,0,0,0
2021-06-25,2021-06-26,71437514,42521814,29899223,3553241,9069350,0,28915700,22633173,2495116,1945404,0,1842007,0,0,0,0,15448121,18.57488508833781,7266050,1058125,7123946,44363821,53.34324330801058,29899223,3553241,9069350,1842007,28915700,34.76835821967278,22633173,2495116,1945404,1842007,0,0,0,0,0
2021-06-27,2021-06-28,72153878,42750540,30070309,3597733,9082498,0,29403338,22886226,2572857,2086171,0,1858084,0,0,0,0,15205286,18.282899272041668,7184083,1024876,6996327,44608624,53.63759545571064,30070309,3597733,9082498,1858084,29403338,35.35469618366896,22886226,2572857,2086171,1858084,0,0,0,0,0
2021-06-28,2021-06-29,72806699,43003441,30274922,3630086,9098433,0,29803258,23094796,2633808,2191311,0,1883343,0,0,0,0,15083526,18.136494540465836,7180126,996278,6907122,44886784,53.97205619926463,30274922,3630086,9098433,1883343,29803258,35.835561658798795,23094796,2633808,2191311,1883343,0,0,0,0,0
2021-06-29,2021-06-30,73754612,43401696,30621848,3666375,9113473,0,30352916,23438440,2694536,2313964,0,1905976,0,0,0,0,14954756,17.981660955667707,7183408,971839,6799509,45307672,54.47813368500288,30621848,3666375,9113473,1905976,30352916,36.496472729335174,23438440,2694536,2313964,1905976,0,0,0,0,0
2021-06-30,2021-07-01,74871502,43885374,31051466,3703520,9130388,0,30986128,23847174,2767532,2439767,0,1931655,0,0,0,0,14830901,17.832737187358532,7204292,935988,6690621,45817029,55.090586665138176,31051466,3703520,9130388,1931655,30986128,37.25784947777964,23847174,2767532,2439767,1931655,0,0,0,0,0
2021-07-01,2021-07-02,75781404,44293917,31475799,3731623,9086495,0,31487487,24165108,2813442,2553405,0,1955532,0,0,0,0,14761962,17.749844646375397,7310691,918181,6533090,46249449,55.61053027574939,31475799,3731623,9086495,1955532,31487487,37.86068562937399,24165108,2813442,2553405,1955532,0,0,0,0,0
2021-07-04,2021-07-05,77332207,44970821,32057885,3807570,9105366,0,32361386,24709772,2982118,2669523,0,1999973,0,0,0,0,14609408,17.5664130808299,7348113,825452,6435843,46970794,56.47787851079021,32057885,3807570,9105366,1999973,32361386,38.911465429960316,24709772,2982118,2669523,1999973,0,0,0,0,0
2021-07-05,2021-07-06,77892414,45196411,32248146,3833985,9114280,0,32696003,24927449,3044954,2706872,0,2016728,0,0,0,0,14517136,17.455464843379463,7320697,789031,6407408,47213139,56.76927514904371,32248146,3833985,9114280,2016728,32696003,39.31381030566425,24927449,3044954,2706872,2016728,0,0,0,0,0
2021-07-06,2021-07-07,78672892,45470371,32489931,3859350,9121090,0,33202521,25297575,3118313,2751734,0,2034899,0,0,0,0,14302749,17.197685020873315,7192356,741037,6369356,47505270,57.12053468123802,32489931,3859350,9121090,2034899,33202521,39.92284966036471,25297575,3118313,2751734,2034899,0,0,0,0,0
2021-07-07,2021-07-08,79729251,45819423,32802127,3888212,9129084,0,33909828,25849762,3205612,2801085,0,2053369,0,0,0,0,13962964,16.789126120425752,6952365,682600,6327999,47872792,57.56244466611166,32802127,3888212,9129084,2053369,33909828,40.7733185456859,25849762,3205612,2801085,2053369,0,0,0,0,0
2021-07-08,2021-07-09,80596825,46106470,33057441,3913281,9135748,0,34490355,26292779,3283739,2839857,0,2073980,0,0,0,0,13690095,16.461027297328133,6764662,629542,6295891,48180450,57.932373927832735,33057441,3913281,9135748,2073980,34490355,41.4713466305046,26292779,3283739,2839857,2073980,0,0,0,0,0
2021-07-11,2021-07-12,81939305,46501555,33388017,3966107,9147431,0,35437750,26937935,3481232,2907453,0,2111130,0,0,0,0,13174935,15.841596765802123,6450082,484875,6239978,48612685,58.45209509367275,33388017,3966107,9147431,2111130,35437750,42.61049832787063,26937935,3481232,2907453,2111130,0,0,0,0,0
2021-07-12,2021-07-13,82449122,46672885,33525199,3994879,9152807,0,35776237,27183021,3535392,2931073,0,2126751,0,0,0,0,13023399,15.65938924770032,6342178,459487,6221734,48799636,58.676885755407596,33525199,3994879,9152807,2126751,35776237,43.01749650770727,27183021,3535392,2931073,2126751,0,0,0,0,0
2021-07-13,2021-07-14,83212320,46861839,33684288,4021098,9156453,0,36350481,27654140,3587044,2963547,0,2145750,0,0,0,0,12657108,15.218959422358305,6030148,434054,6192906,49007589,58.92692930949259,33684288,4021098,9156453,2145750,36350481,43.70796988713429,27654140,3587044,2963547,2145750,0,0,0,0,0
2021-07-14,2021-07-15,84203433,47078917,33873872,4043966,9161079,0,37124516,28304243,3640966,3009745,0,2169562,0,0,0,0,12123963,14.577903651858975,5569629,403000,6151334,49248479,59.216576449680694,33873872,4043966,9161079,2169562,37124516,44.63867279782171,28304243,3640966,3009745,2169562,0,0,0,0,0
2021-07-15,2021-07-16,84989850,47275935,34048926,4063049,9163960,0,37713915,28783934,3691832,3045596,0,2192553,0,0,0,0,11754573,14.133747575998287,5264992,371217,6118364,49468488,59.48111618842303,34048926,4063049,9163960,2192553,37713915,45.34736861242475,28783934,3691832,3045596,2192553,0,0,0,0,0
2021-07-18,2021-07-19,86114976,47567061,34292452,4105554,9169055,0,38547915,29391066,3816379,3101423,0,2239047,0,0,0,0,11258193,13.536898194759681,4901386,289175,6067632,49806108,59.887071883845444,34292452,4105554,9169055,2239047,38547915,46.350173689085764,29391066,3816379,3101423,2239047,0,0,0,0,0
2021-07-19,2021-07-20,86520137,47676661,34386385,4119255,9171021,0,38843476,29614222,3854357,3120152,0,2254745,0,0,0,0,11087930,13.332173253791414,4772163,264898,6050869,49931406,60.037730721369996,34386385,4119255,9171021,2254745,38843476,46.705557467578586,29614222,3854357,3120152,2254745,0,0,0,0,0
2021-07-20,2021-07-21,87121012,47811534,34501982,4135381,9174171,0,39309478,30013920,3885642,3140066,0,2269850,0,0,0,0,10771906,12.952184678795343,4488062,249739,6034105,50081384,60.21806489377703,34501982,4135381,9174171,2269850,39309478,47.265880214981685,30013920,3885642,3140066,2269850,0,0,0,0,0
2021-07-21,2021-07-22,87873728,47977205,34651909,4148619,9176677,0,39896523,30530171,3919870,3161377,0,2285105,0,0,0,0,10365787,12.463865500224001,4121738,228749,6015300,50262310,60.4356110703957,34651909,4148619,9176677,2285105,39896523,47.9717455701717,30530171,3919870,3161377,2285105,0,0,0,0,0
2021-07-22,2021-07-23,88474919,48107812,34770522,4158835,9178455,0,40367107,30938835,3950431,3178871,0,2298970,0,0,0,0,10039675,12.071747071974507,3831687,208404,5999584,50406782,60.60932480545011,34770522,4158835,9178455,2298970,40367107,48.537577733475594,30938835,3950431,3178871,2298970,0,0,0,0,0
2021-07-25,2021-07-26,89387257,48313575,34949144,4182825,9181606,0,41073682,31498376,4038991,3206118,0,2330197,0,0,0,0,9570090,11.5071161104351,3450768,143834,5975488,50643772,60.89428256938043,34949144,4182825,9181606,2330197,41073682,49.38716645894534,31498376,4038991,3206118,2330197,0,0,0,0,0
2021-07-26,2021-07-27,89737095,48394230,35018738,4192383,9183109,0,41342865,31713973,4069629,3217382,0,2341881,0,0,0,0,9393246,11.29447814763289,3304765,122754,5965727,50736111,61.005311367910174,35018738,4192383,9183109,2341881,41342865,49.71083322027729,31713973,4069629,3217382,2341881,0,0,0,0,0
2021-07-27,2021-07-28,90286682,48495985,35109928,4201281,9184776,0,41790697,32090830,4107952,3236429,0,2355486,0,0,0,0,9060774,10.89471242887073,3019098,93329,5948347,50851471,61.144020712806594,35109928,4201281,9184776,2355486,41790697,50.24930828393587,32090830,4107952,3236429,2355486,0,0,0,0,0
2021-07-28,2021-07-29,90998253,48635465,35237199,4211741,9186525,0,42362788,32585063,4147115,3258945,0,2371665,0,0,0,0,8644342,10.393992856108017,2652136,64626,5927580,51007130,61.33118574329578,35237199,4211741,9186525,2371665,42362788,50.937192887187756,32585063,4147115,3258945,2371665,0,0,0,0,0
2021-07-29,2021-07-30,91571257,48746604,35337283,4221225,9188096,0,42824653,32978673,4182063,3277569,0,2386348,0,0,0,0,8308299,9.989933352059575,2358610,39162,5910527,51132952,61.4824746406047,35337283,4221225,9188096,2386348,42824653,51.49254128854513,32978673,4182063,3277569,2386348,0,0,0,0,0
2021-08-01,2021-08-02,92376787,48922102,35492080,4239829,9190193,0,43454685,33470401,4266431,3301744,0,2416109,0,0,0,0,7883526,9.479184526126085,2021679,-26602,5888449,51338211,61.72927891785933,35492080,4239829,9190193,2416109,43454685,52.25009439173325,33470401,4266431,3301744,2416109,0,0,0,0,0
2021-08-02,2021-08-03,92700668,48992227,35554486,4246525,9191216,0,43708441,33668122,4298308,3310531,0,2431480,0,0,0,0,7715266,9.276868000707639,1886364,-51783,5880685,51423707,61.83207966466294,35554486,4246525,9191216,2431480,43708441,52.555211663955305,33668122,4298308,3310531,2431480,0,0,0,0,0
2021-08-03,2021-08-04,93168807,49075719,35631588,4251936,9192195,0,44093088,33991545,4331231,3321705,0,2448607,0,0,0,0,7431238,8.93535154949196,1640043,-79295,5870490,51524326,61.953064369709175,35631588,4251936,9192195,2448607,44093088,53.01771282021721,33991545,4331231,3321705,2448607,0,0,0,0,0
2021-08-04,2021-08-05,93747844,49180784,35728383,4257935,9194466,0,44567060,34408129,4362196,3333787,0,2462948,0,0,0,0,7076672,8.509019913027462,1320254,-104261,5860679,51643732,62.096638641871984,35728383,4257935,9194466,2462948,44567060,53.58761872884452,34408129,4362196,3333787,2462948,0,0,0,0,0
2021-08-05,2021-08-06,94272474,49272953,35814098,4263660,9195195,0,44999521,34784106,4396193,3341293,0,2477929,0,0,0,0,6751361,8.117864610517062,1029992,-132533,5853902,51750882,62.22547624854372,35814098,4263660,9195195,2477929,44999521,54.10761163802667,34784106,4396193,3341293,2477929,0,0,0,0,0
2021-08-08,2021-08-09,95010040,49422048,35949542,4276489,9196017,0,45587992,35262441,4467489,3351216,0,2506846,0,0,0,0,6340902,7.6243269978537445,687101,-191000,5844801,51928894,62.439518619414926,35949542,4276489,9196017,2506846,45587992,54.815191621561176,35262441,4467489,3351216,2506846,0,0,0,0,0
2021-08-09,2021-08-10,95332331,49490266,36010517,4283289,9196460,0,45842065,35461546,4504358,3356260,0,2519901,0,0,0,0,6168102,7.416551557509591,548971,-221069,5840200,52010167,62.53724161341429,36010517,4283289,9196460,2519901,45842065,55.120690055904696,35461546,4504358,3356260,2519901,0,0,0,0,0
2021-08-10,2021-08-11,95802971,49575014,36089054,4288678,9197282,0,46227957,35789471,4541906,3363586,0,2532994,0,0,0,0,5880051,7.0701978343234,299583,-253228,5833696,52108008,62.654886039679994,36089054,4288678,9197282,2532994,46227957,55.58468820535659,35789471,4541906,3363586,2532994,0,0,0,0,0
2021-08-11,2021-08-12,96346292,49692704,36197715,4296267,9198722,0,46653588,36152271,4580613,3372465,0,2548239,0,0,0,0,5587355,6.7182589437737885,45444,-284346,5826257,52240943,62.814727637840576,36197715,4296267,9198722,2548239,46653588,56.09646869406679,36152271,4580613,3372465,2548239,0,0,0,0,0
